initYr,Rstructure,mTrends,compMethod,variable,resType,RMSE,nIndices,peels
1990,diag & unequal,3,peel & variable combined,total,resid.Cont,1.4217512335938922,23,10
1990,diag & unequal,3,peel & variable combined,total,resid.Naiv,1.4246198589114414,23,10
1990,diag & unequal,3,peel & variable combined,total,resid.Inf,1.4280438406751452,23,10
1990,diag & unequal,3,peel & variable combined,total,resid.Proj,1.4281263049604012,23,10
1990,diag & unequal,3,peel then variable,totRMSE,resid.Cont,2.8356473423905184,23,10
1990,diag & unequal,3,peel then variable,meanRMSE,resid.Cont,1.4178236711952592,23,10
1990,diag & unequal,3,peel then variable,totRMSE,resid.Inf,2.846942482145683,23,10
1990,diag & unequal,3,peel then variable,meanRMSE,resid.Inf,1.4234712410728414,23,10
1990,diag & unequal,3,peel then variable,totRMSE,resid.Naiv,2.8441284983881427,23,10
1990,diag & unequal,3,peel then variable,meanRMSE,resid.Naiv,1.4220642491940714,23,10
1990,diag & unequal,3,peel then variable,totRMSE,resid.Proj,2.8471041371896746,23,10
1990,diag & unequal,3,peel then variable,meanRMSE,resid.Proj,1.4235520685948373,23,10
1990,custom R by SDM,3,individual,sardRec,resid.Naiv,1.1240648110752054,23,10
1990,custom R by SDM,3,individual,sardRec,resid.Cont,1.1932703382483472,23,10
1990,custom R by SDM,3,individual,sardRec,resid.Inf,1.1966378012970613,23,10
1990,custom R by SDM,3,individual,sardRec,resid.Proj,1.1967028848208576,23,10
1990,custom R by SDM,3,individual,anchRec,resid.Cont,1.359488874159198,23,10
1990,custom R by SDM,3,individual,anchRec,resid.Inf,1.3873109771206449,23,10
1990,custom R by SDM,3,individual,anchRec,resid.Proj,1.3898533248155507,23,10
1990,custom R by SDM,3,individual,anchRec,resid.Naiv,1.4526610557661512,23,10
1990,custom R by SDM,3,peel & variable combined,total,resid.Cont,1.2834400092784433,23,10
1990,custom R by SDM,3,peel & variable combined,total,resid.Inf,1.3004816055242556,23,10
1990,custom R by SDM,3,peel & variable combined,total,resid.Proj,1.3019378834696553,23,10
1990,custom R by SDM,3,peel & variable combined,total,resid.Naiv,1.3073463827414138,23,10
1990,custom R by SDM,3,peel then variable,totRMSE,resid.Cont,2.552759212407545,23,10
